date,team,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_w,b_k,b_sb,b_gdp,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_w,p_k,p_hbp,p_sb,p_cs,d_a,d_dp,d_tp,d_sb,win
20250410,MIN,36.0,32.916666666666664,3.5,6.666666666666667,1.9166666666666667,0.08333333333333333,0.6666666666666666,2.4166666666666665,8.583333333333334,0.4166666666666667,0.5,36.833333333333336,8.25,1.5833333333333333,0.0,1.25,4.416666666666667,2.75,8.166666666666666,0.5,0.75,0.5,6.416666666666667,0.5833333333333334,0.0,0.75,0
20250410,KCA,36.583333333333336,33.0,3.5,7.25,1.9166666666666667,0.08333333333333333,0.5,2.5833333333333335,7.333333333333333,0.8333333333333334,0.25,37.0,7.5,1.75,0.25,0.8333333333333334,3.5833333333333335,3.25,8.583333333333334,0.3333333333333333,0.16666666666666666,0.16666666666666666,10.083333333333334,1.0833333333333333,0.0,0.16666666666666666,1
20250410,ANA,38.36363636363637,33.72727272727273,4.909090909090909,7.7272727272727275,1.0909090909090908,0.18181818181818182,1.6363636363636365,3.3636363636363638,8.454545454545455,0.6363636363636364,0.7272727272727273,38.09090909090909,8.0,1.1818181818181819,0.18181818181818182,1.7272727272727273,5.0,4.090909090909091,8.363636363636363,0.18181818181818182,0.8181818181818182,0.18181818181818182,9.363636363636363,1.1818181818181819,0.0,0.8181818181818182,1
20250410,TBA,35.90909090909091,32.36363636363637,3.8181818181818183,8.272727272727273,1.6363636363636365,0.2727272727272727,0.7272727272727273,3.0,7.363636363636363,1.3636363636363635,0.7272727272727273,35.36363636363637,6.636363636363637,0.8181818181818182,0.09090909090909091,1.0909090909090908,3.272727272727273,2.4545454545454546,9.272727272727273,0.5454545454545454,1.5454545454545454,0.2727272727272727,8.363636363636363,0.5454545454545454,0.0,1.5454545454545454,0
20250411,MIL,38.15384615384615,33.92307692307692,5.230769230769231,8.076923076923077,1.4615384615384615,0.15384615384615385,1.1538461538461537,3.3846153846153846,9.0,1.0,0.5384615384615384,38.92307692307692,8.23076923076923,1.6923076923076923,0.0,1.9230769230769231,5.6923076923076925,3.923076923076923,8.76923076923077,0.6153846153846154,0.46153846153846156,0.38461538461538464,5.923076923076923,0.3076923076923077,0.0,0.46153846153846156,1
20250411,ARI,38.23076923076923,32.76923076923077,5.538461538461538,8.538461538461538,2.3076923076923075,0.15384615384615385,1.3076923076923077,4.230769230769231,6.538461538461538,0.6153846153846154,0.6923076923076923,36.38461538461539,7.153846153846154,1.7692307692307692,0.07692307692307693,1.3076923076923077,4.538461538461538,3.0,8.846153846153847,0.38461538461538464,1.0,0.15384615384615385,8.923076923076923,0.46153846153846156,0.0,1.0,0
20250411,NYN,36.083333333333336,31.75,3.75,6.666666666666667,1.8333333333333333,0.16666666666666666,0.75,3.4166666666666665,6.75,0.6666666666666666,0.9166666666666666,37.0,6.833333333333333,0.75,0.08333333333333333,0.5,2.6666666666666665,3.75,9.833333333333334,0.4166666666666667,0.25,0.4166666666666667,9.0,0.8333333333333334,0.0,0.25,1
20250411,ATH,37.53846153846154,34.0,4.3076923076923075,8.23076923076923,1.2307692307692308,0.0,1.4615384615384615,3.3076923076923075,7.153846153846154,0.23076923076923078,1.0769230769230769,40.46153846153846,9.76923076923077,2.0,0.15384615384615385,1.3076923076923077,5.615384615384615,4.076923076923077,9.076923076923077,0.5384615384615384,1.0769230769230769,0.15384615384615385,7.0,0.6153846153846154,0.0,1.0769230769230769,0
20250411,BOS,39.5,35.07142857142857,5.071428571428571,8.928571428571429,2.0714285714285716,0.07142857142857142,0.7857142857142857,3.9285714285714284,9.714285714285714,1.3571428571428572,0.5,38.214285714285715,9.214285714285714,1.3571428571428572,0.0,0.7142857142857143,4.428571428571429,2.857142857142857,7.285714285714286,0.5714285714285714,0.6428571428571429,0.14285714285714285,10.071428571428571,1.5,0.0,0.6428571428571429,0
20250411,CHA,35.166666666666664,31.416666666666668,2.9166666666666665,6.25,1.0833333333333333,0.0,0.75,3.25,8.25,0.5,0.5833333333333334,36.666666666666664,6.833333333333333,1.1666666666666667,0.08333333333333333,1.0833333333333333,3.9166666666666665,4.166666666666667,7.666666666666667,0.8333333333333334,0.3333333333333333,0.25,8.333333333333334,0.75,0.0,0.3333333333333333,1
20250411,PIT,38.53846153846154,33.76923076923077,3.4615384615384617,6.6923076923076925,1.1538461538461537,0.23076923076923078,0.6153846153846154,4.0,9.615384615384615,1.6153846153846154,0.6923076923076923,40.23076923076923,8.923076923076923,2.0,0.3076923076923077,0.6153846153846154,4.923076923076923,3.6153846153846154,8.923076923076923,0.5384615384615384,1.2307692307692308,0.23076923076923078,8.846153846153847,0.8461538461538461,0.0,1.2307692307692308,0
20250411,CIN,35.61538461538461,32.53846153846154,3.6923076923076925,6.6923076923076925,1.2307692307692308,0.0,0.9230769230769231,2.3076923076923075,8.923076923076923,0.46153846153846156,0.46153846153846156,35.0,6.384615384615385,1.4615384615384615,0.23076923076923078,0.9230769230769231,3.5384615384615383,2.230769230769231,7.3076923076923075,0.15384615384615385,0.6153846153846154,0.15384615384615385,7.3076923076923075,0.46153846153846156,0.0,0.6153846153846154,1
20250411,KCA,36.38461538461539,32.76923076923077,3.4615384615384617,7.230769230769231,1.8461538461538463,0.07692307692307693,0.46153846153846156,2.5384615384615383,7.230769230769231,0.8461538461538461,0.3076923076923077,37.07692307692308,7.3076923076923075,1.7692307692307692,0.23076923076923078,0.8461538461538461,3.4615384615384617,3.3846153846153846,8.538461538461538,0.38461538461538464,0.15384615384615385,0.15384615384615385,10.153846153846153,1.0,0.0,0.15384615384615385,0
20250411,CLE,36.5,31.416666666666668,3.6666666666666665,6.666666666666667,1.0,0.08333333333333333,1.3333333333333333,3.9166666666666665,8.333333333333334,0.5,0.6666666666666666,37.666666666666664,8.5,1.3333333333333333,0.08333333333333333,1.1666666666666667,4.5,3.75,7.75,0.4166666666666667,1.1666666666666667,0.3333333333333333,7.333333333333333,0.8333333333333334,0.0,1.1666666666666667,1
20250411,ANA,38.666666666666664,34.25,5.416666666666667,8.25,1.1666666666666667,0.16666666666666666,2.0,3.1666666666666665,8.166666666666666,0.5833333333333334,0.75,37.583333333333336,7.833333333333333,1.1666666666666667,0.16666666666666666,1.5833333333333333,4.666666666666667,4.0,8.083333333333334,0.16666666666666666,0.75,0.16666666666666666,10.0,1.4166666666666667,0.0,0.75,0
20250411,HOU,37.916666666666664,33.25,3.1666666666666665,6.916666666666667,0.8333333333333334,0.08333333333333333,0.5833333333333334,3.5833333333333335,9.583333333333334,0.9166666666666666,0.8333333333333334,37.25,5.833333333333333,1.6666666666666667,0.08333333333333333,0.75,4.0,3.9166666666666665,10.833333333333334,0.4166666666666667,1.4166666666666667,0.08333333333333333,7.5,0.4166666666666667,0.0,1.4166666666666667,1
20250411,CHN,40.733333333333334,34.666666666666664,6.4,8.666666666666666,1.6666666666666667,0.2,1.2,5.066666666666666,7.8,1.6666666666666667,0.3333333333333333,38.53333333333333,9.066666666666666,1.9333333333333333,0.13333333333333333,1.2,4.533333333333333,3.533333333333333,7.4,0.3333333333333333,0.4666666666666667,0.2,8.866666666666667,0.8,0.0,0.4666666666666667,0
20250411,LAN,36.857142857142854,32.57142857142857,4.928571428571429,7.5,1.2142857142857142,0.14285714285714285,2.0,3.642857142857143,8.928571428571429,0.5714285714285714,0.5,37.07142857142857,6.5,1.1428571428571428,0.21428571428571427,0.6428571428571429,3.857142857142857,4.785714285714286,9.214285714285714,0.14285714285714285,1.0714285714285714,0.07142857142857142,8.285714285714286,0.6428571428571429,0.0,1.0714285714285714,1
20250411,WAS,35.75,31.916666666666668,4.416666666666667,7.5,1.6666666666666667,0.08333333333333333,1.3333333333333333,3.0,9.333333333333334,1.1666666666666667,0.25,39.333333333333336,9.333333333333334,1.5,0.4166666666666667,1.25,4.833333333333333,4.0,8.416666666666666,0.4166666666666667,0.5,0.25,9.333333333333334,0.75,0.0,0.5,1
20250411,MIA,38.166666666666664,34.0,3.5833333333333335,8.083333333333334,1.3333333333333333,0.08333333333333333,0.75,3.3333333333333335,10.0,0.6666666666666666,0.6666666666666666,39.166666666666664,8.083333333333334,1.6666666666666667,0.08333333333333333,1.0,4.5,4.0,7.416666666666667,0.5,1.5833333333333333,0.25,10.0,0.75,0.0,1.5833333333333333,0
20250411,DET,38.583333333333336,33.833333333333336,4.916666666666667,8.833333333333334,1.5,0.4166666666666667,1.3333333333333333,4.083333333333333,9.916666666666666,0.3333333333333333,0.5,35.5,6.333333333333333,1.25,0.16666666666666666,1.1666666666666667,3.75,3.1666666666666665,8.5,0.4166666666666667,0.25,0.16666666666666666,8.666666666666666,0.6666666666666666,0.0,0.25,1
20250411,MIN,36.15384615384615,32.84615384615385,3.3846153846153846,6.538461538461538,1.9230769230769231,0.07692307692307693,0.6923076923076923,2.6153846153846154,8.538461538461538,0.38461538461538464,0.46153846153846156,36.61538461538461,8.153846153846153,1.5384615384615385,0.0,1.1538461538461537,4.3076923076923075,2.6923076923076925,8.0,0.5384615384615384,0.7692307692307693,0.46153846153846156,6.384615384615385,0.6153846153846154,0.0,0.7692307692307693,0
20250411,SFN,37.833333333333336,34.416666666666664,4.75,7.833333333333333,2.0833333333333335,0.25,1.1666666666666667,2.8333333333333335,9.166666666666666,1.0833333333333333,0.5,37.583333333333336,7.5,0.9166666666666666,0.0,0.8333333333333334,3.25,3.25,8.916666666666666,0.4166666666666667,0.75,0.3333333333333333,9.916666666666666,0.8333333333333334,0.0,0.75,1
20250411,NYA,40.0,35.166666666666664,6.833333333333333,9.333333333333334,1.75,0.16666666666666666,2.1666666666666665,3.6666666666666665,9.916666666666666,0.9166666666666666,0.4166666666666667,37.666666666666664,7.0,1.25,0.16666666666666666,1.1666666666666667,4.916666666666667,4.0,10.333333333333334,0.16666666666666666,0.5833333333333334,0.25,8.333333333333334,0.5,0.0,0.5833333333333334,0
20250411,COL,37.916666666666664,34.0,3.3333333333333335,8.25,1.9166666666666667,0.16666666666666666,0.75,3.0833333333333335,10.666666666666666,0.6666666666666666,0.5,38.5,10.083333333333334,2.0,0.08333333333333333,1.4166666666666667,5.666666666666667,3.3333333333333335,7.0,0.16666666666666666,1.1666666666666667,0.3333333333333333,10.916666666666666,1.0,0.08333333333333333,1.1666666666666667,0
20250411,SDN,37.38461538461539,33.30769230769231,4.384615384615385,9.538461538461538,1.7692307692307692,0.0,0.8461538461538461,3.1538461538461537,6.615384615384615,1.5384615384615385,0.5384615384615384,36.23076923076923,6.230769230769231,1.0769230769230769,0.0,0.8461538461538461,3.3076923076923075,4.153846153846154,8.23076923076923,0.3076923076923077,0.5384615384615384,0.3076923076923077,7.769230769230769,0.8461538461538461,0.0,0.5384615384615384,1
20250411,TEX,34.15384615384615,31.23076923076923,3.4615384615384617,6.461538461538462,1.0,0.15384615384615385,1.2307692307692308,2.3076923076923075,7.384615384615385,1.1538461538461537,0.5384615384615384,36.38461538461539,7.384615384615385,1.1538461538461537,0.15384615384615385,0.6923076923076923,4.076923076923077,2.6153846153846154,8.23076923076923,0.46153846153846156,1.9230769230769231,0.07692307692307693,8.538461538461538,0.6923076923076923,0.0,1.9230769230769231,0
20250411,SEA,37.53846153846154,32.30769230769231,3.3846153846153846,6.461538461538462,0.9230769230769231,0.07692307692307693,1.0769230769230769,4.3076923076923075,8.923076923076923,1.5384615384615385,0.46153846153846156,39.92307692307692,8.76923076923077,1.6153846153846154,0.15384615384615385,1.0,4.538461538461538,3.769230769230769,8.384615384615385,0.07692307692307693,1.0769230769230769,0.23076923076923078,10.538461538461538,0.6923076923076923,0.0,1.0769230769230769,1
20250411,PHI,38.833333333333336,33.666666666666664,4.666666666666667,8.666666666666666,1.5,0.16666666666666666,1.1666666666666667,4.916666666666667,8.416666666666666,1.0,1.0,37.416666666666664,7.916666666666667,1.75,0.08333333333333333,1.3333333333333333,3.5833333333333335,3.0,10.416666666666666,0.5,0.75,0.4166666666666667,9.166666666666666,0.6666666666666666,0.0,0.75,0
20250411,SLN,41.833333333333336,37.166666666666664,6.0,10.333333333333334,1.75,0.08333333333333333,1.3333333333333333,3.9166666666666665,8.666666666666666,0.5833333333333334,0.75,39.5,8.5,2.1666666666666665,0.25,0.8333333333333334,6.166666666666667,3.6666666666666665,7.75,0.3333333333333333,0.8333333333333334,0.25,10.583333333333334,0.8333333333333334,0.0,0.8333333333333334,1
20250411,ATL,37.25,32.833333333333336,3.1666666666666665,7.166666666666667,1.4166666666666667,0.08333333333333333,0.75,3.9166666666666665,9.416666666666666,0.3333333333333333,0.5833333333333334,36.666666666666664,7.916666666666667,1.4166666666666667,0.08333333333333333,1.25,3.9166666666666665,3.5833333333333335,8.75,0.3333333333333333,1.5,0.08333333333333333,8.75,0.6666666666666666,0.0,1.5,0
20250411,TBA,35.583333333333336,32.083333333333336,3.5833333333333335,8.083333333333334,1.5833333333333333,0.25,0.6666666666666666,3.0,7.166666666666667,1.25,1.0,35.916666666666664,7.25,0.9166666666666666,0.08333333333333333,1.5,3.9166666666666665,2.3333333333333335,8.916666666666666,0.5,1.4166666666666667,0.25,8.583333333333334,0.5833333333333334,0.0,1.4166666666666667,1
20250412,MIL,38.357142857142854,34.0,5.357142857142857,8.214285714285714,1.5,0.14285714285714285,1.0714285714285714,3.357142857142857,8.642857142857142,1.0714285714285714,0.5,38.285714285714285,7.928571428571429,1.5714285714285714,0.0,1.7857142857142858,5.285714285714286,3.7142857142857144,8.5,0.5714285714285714,0.42857142857142855,0.35714285714285715,6.357142857142857,0.42857142857142855,0.0,0.42857142857142855,0
20250412,ARI,37.642857142857146,32.5,5.142857142857143,8.214285714285714,2.142857142857143,0.14285714285714285,1.2142857142857142,4.0,6.428571428571429,0.5714285714285714,0.7857142857142857,36.714285714285715,7.357142857142857,1.7857142857142858,0.07142857142857142,1.2142857142857142,4.714285714285714,3.0,8.5,0.42857142857142855,1.0714285714285714,0.14285714285714285,9.071428571428571,0.42857142857142855,0.0,1.0714285714285714,1
20250412,NYN,36.69230769230769,32.15384615384615,4.0,6.846153846153846,2.0,0.15384615384615385,0.8461538461538461,3.5384615384615383,7.153846153846154,0.6923076923076923,0.8461538461538461,37.38461538461539,7.0,0.9230769230769231,0.15384615384615385,0.5384615384615384,2.923076923076923,4.0,9.615384615384615,0.38461538461538464,0.23076923076923078,0.38461538461538464,8.923076923076923,0.8461538461538461,0.0,0.23076923076923078,0
20250412,ATH,37.857142857142854,34.0,4.428571428571429,8.285714285714286,1.3571428571428572,0.07142857142857142,1.4285714285714286,3.5714285714285716,7.142857142857143,0.21428571428571427,1.0714285714285714,40.714285714285715,9.714285714285714,2.142857142857143,0.14285714285714285,1.3571428571428572,5.714285714285714,4.142857142857143,9.285714285714286,0.5714285714285714,1.0714285714285714,0.14285714285714285,6.928571428571429,0.5714285714285714,0.0,1.0714285714285714,1
20250412,TOR,38.285714285714285,33.42857142857143,3.7142857142857144,8.5,1.5714285714285714,0.07142857142857142,0.42857142857142855,3.5,7.5,0.42857142857142855,0.6428571428571429,36.357142857142854,7.0,1.4285714285714286,0.14285714285714285,1.0,3.5,2.9285714285714284,9.0,0.42857142857142855,0.7142857142857143,0.2857142857142857,7.785714285714286,0.7857142857142857,0.0,0.7142857142857143,0
20250412,BAL,36.30769230769231,32.61538461538461,4.230769230769231,7.846153846153846,1.2307692307692308,0.15384615384615385,0.9230769230769231,2.8461538461538463,7.923076923076923,0.6153846153846154,1.2307692307692308,37.0,8.76923076923077,2.076923076923077,0.07692307692307693,1.0,4.6923076923076925,3.076923076923077,7.615384615384615,0.46153846153846156,0.5384615384615384,0.07692307692307693,8.076923076923077,0.8461538461538461,0.0,0.5384615384615384,1
20250412,BOS,39.333333333333336,34.86666666666667,4.8,8.8,2.1333333333333333,0.06666666666666667,0.7333333333333333,3.8,9.8,1.3333333333333333,0.5333333333333333,38.53333333333333,9.4,1.5333333333333334,0.0,0.6666666666666666,4.866666666666666,2.933333333333333,7.4,0.5333333333333333,0.8666666666666667,0.13333333333333333,9.733333333333333,1.4,0.0,0.8666666666666667,0
20250412,CHA,35.76923076923077,31.76923076923077,3.5384615384615383,6.6923076923076925,1.3076923076923077,0.0,0.6923076923076923,3.3076923076923075,8.307692307692308,0.7692307692307693,0.5384615384615384,36.69230769230769,6.846153846153846,1.3076923076923077,0.07692307692307693,1.0,3.6923076923076925,4.0,7.923076923076923,0.9230769230769231,0.38461538461538464,0.23076923076923078,8.23076923076923,0.7692307692307693,0.0,0.38461538461538464,1
20250412,PIT,38.142857142857146,33.42857142857143,3.4285714285714284,6.5,1.1428571428571428,0.21428571428571427,0.6428571428571429,4.0,9.5,1.5,0.7142857142857143,39.642857142857146,8.571428571428571,1.8571428571428572,0.2857142857142857,0.6428571428571429,4.928571428571429,3.7857142857142856,8.785714285714286,0.5,1.2857142857142858,0.2857142857142857,9.071428571428571,0.8571428571428571,0.0,1.2857142857142858,0
20250412,CIN,35.357142857142854,32.07142857142857,3.7857142857142856,6.5,1.1428571428571428,0.0,0.9285714285714286,2.5714285714285716,8.785714285714286,0.5714285714285714,0.5,34.857142857142854,6.214285714285714,1.4285714285714286,0.21428571428571427,0.9285714285714286,3.5,2.357142857142857,7.357142857142857,0.14285714285714285,0.5714285714285714,0.14285714285714285,7.571428571428571,0.5,0.0,0.5714285714285714,1
20250412,KCA,36.214285714285715,32.5,3.2142857142857144,7.071428571428571,1.7142857142857142,0.07142857142857142,0.42857142857142855,2.7142857142857144,7.214285714285714,0.7857142857142857,0.35714285714285715,37.285714285714285,7.571428571428571,1.7857142857142858,0.21428571428571427,0.8571428571428571,3.7142857142857144,3.4285714285714284,8.357142857142858,0.42857142857142855,0.14285714285714285,0.14285714285714285,10.5,1.0714285714285714,0.0,0.14285714285714285,0
20250412,CLE,36.76923076923077,31.615384615384617,3.923076923076923,7.0,1.0769230769230769,0.07692307692307693,1.3076923076923077,3.923076923076923,8.153846153846153,0.46153846153846156,0.7692307692307693,37.38461538461539,8.23076923076923,1.2307692307692308,0.07692307692307693,1.0769230769230769,4.153846153846154,3.8461538461538463,7.6923076923076925,0.38461538461538464,1.0769230769230769,0.38461538461538464,7.615384615384615,0.9230769230769231,0.0,1.0769230769230769,1
20250412,ANA,38.46153846153846,34.15384615384615,5.230769230769231,8.23076923076923,1.3076923076923077,0.15384615384615385,1.9230769230769231,3.076923076923077,8.307692307692308,0.5384615384615384,0.7692307692307693,38.38461538461539,8.538461538461538,1.1538461538461537,0.15384615384615385,1.6923076923076923,5.384615384615385,4.3076923076923075,7.6923076923076925,0.15384615384615385,0.9230769230769231,0.15384615384615385,10.153846153846153,1.3076923076923077,0.0,0.9230769230769231,1
20250412,HOU,38.69230769230769,33.61538461538461,4.0,7.6923076923076925,0.8461538461538461,0.07692307692307693,0.7692307692307693,3.923076923076923,9.076923076923077,1.0769230769230769,0.7692307692307693,37.15384615384615,6.0,1.7692307692307692,0.07692307692307693,0.7692307692307693,3.923076923076923,3.769230769230769,10.76923076923077,0.46153846153846156,1.3076923076923077,0.07692307692307693,7.615384615384615,0.46153846153846156,0.0,1.3076923076923077,0
20250412,CHN,40.0,34.25,6.0,8.25,1.625,0.1875,1.125,4.8125,8.0,1.5625,0.3125,38.25,8.875,1.8125,0.125,1.1875,4.4375,3.5,7.5,0.375,0.4375,0.1875,8.5,0.75,0.0,0.4375,1
20250412,LAN,36.666666666666664,32.4,4.8,7.4,1.1333333333333333,0.13333333333333333,1.9333333333333333,3.6,8.933333333333334,0.5333333333333333,0.4666666666666667,36.53333333333333,6.2,1.1333333333333333,0.2,0.6,3.6,4.533333333333333,9.333333333333334,0.13333333333333333,1.0,0.06666666666666667,8.2,0.6,0.0,1.0,0
20250412,WAS,36.30769230769231,32.23076923076923,4.615384615384615,7.615384615384615,1.6923076923076923,0.15384615384615385,1.3846153846153846,3.3076923076923075,9.153846153846153,1.1538461538461537,0.23076923076923078,39.46153846153846,9.153846153846153,1.5384615384615385,0.46153846153846156,1.1538461538461537,4.769230769230769,4.0,8.153846153846153,0.5384615384615384,0.5384615384615384,0.23076923076923078,9.384615384615385,0.6923076923076923,0.0,0.5384615384615384,0
20250412,MIA,38.38461538461539,34.0,3.6153846153846154,8.0,1.3846153846153846,0.15384615384615385,0.6923076923076923,3.3846153846153846,9.615384615384615,0.6923076923076923,0.6153846153846154,39.46153846153846,8.153846153846153,1.6923076923076923,0.15384615384615385,1.0769230769230769,4.6923076923076925,4.230769230769231,7.384615384615385,0.46153846153846156,1.5384615384615385,0.23076923076923078,9.76923076923077,0.6923076923076923,0.0,1.5384615384615385,1
20250412,DET,38.92307692307692,34.15384615384615,5.076923076923077,8.923076923076923,1.5384615384615385,0.38461538461538464,1.2307692307692308,4.0,9.76923076923077,0.38461538461538464,0.46153846153846156,36.15384615384615,6.769230769230769,1.2307692307692308,0.15384615384615385,1.1538461538461537,3.923076923076923,3.3076923076923075,8.384615384615385,0.46153846153846156,0.38461538461538464,0.15384615384615385,8.846153846153847,0.6923076923076923,0.0,0.38461538461538464,1
20250412,MIN,36.714285714285715,33.214285714285715,3.5714285714285716,6.928571428571429,1.8571428571428572,0.07142857142857142,0.7142857142857143,2.7857142857142856,8.428571428571429,0.5,0.5,37.07142857142857,8.285714285714286,1.5714285714285714,0.0,1.0714285714285714,4.5,2.7142857142857144,8.0,0.6428571428571429,0.7857142857142857,0.42857142857142855,6.5,0.5714285714285714,0.0,0.7857142857142857,0
20250412,SFN,37.46153846153846,33.46153846153846,5.076923076923077,7.6923076923076925,2.1538461538461537,0.23076923076923078,1.1538461538461537,3.4615384615384617,9.0,1.0769230769230769,0.46153846153846156,36.38461538461539,7.076923076923077,0.9230769230769231,0.0,0.7692307692307693,3.076923076923077,3.3846153846153846,8.923076923076923,0.38461538461538464,0.7692307692307693,0.3076923076923077,9.23076923076923,0.7692307692307693,0.0,0.7692307692307693,0
20250412,NYA,38.61538461538461,33.76923076923077,6.384615384615385,8.76923076923077,1.6923076923076923,0.15384615384615385,2.0,3.769230769230769,9.846153846153847,0.9230769230769231,0.38461538461538464,37.30769230769231,6.923076923076923,1.3846153846153846,0.15384615384615385,1.1538461538461537,5.230769230769231,4.538461538461538,10.076923076923077,0.15384615384615385,0.6153846153846154,0.23076923076923078,8.153846153846153,0.5384615384615384,0.0,0.6153846153846154,1
20250412,COL,37.38461538461539,33.69230769230769,3.076923076923077,7.846153846153846,1.9230769230769231,0.15384615384615385,0.6923076923076923,2.923076923076923,11.0,0.6153846153846154,0.46153846153846156,38.30769230769231,10.076923076923077,2.0,0.07692307692307693,1.4615384615384615,5.846153846153846,3.230769230769231,6.923076923076923,0.15384615384615385,1.2307692307692308,0.3076923076923077,10.692307692307692,0.9230769230769231,0.07692307692307693,1.2307692307692308,0
20250412,SDN,37.285714285714285,33.214285714285715,4.642857142857143,9.571428571428571,1.7857142857142858,0.0,0.9285714285714286,3.0714285714285716,6.571428571428571,1.5714285714285714,0.5,35.857142857142854,6.0,1.1428571428571428,0.0,0.7857142857142857,3.0714285714285716,3.9285714285714284,8.714285714285714,0.2857142857142857,0.5,0.2857142857142857,7.571428571428571,0.7857142857142857,0.0,0.5,1
20250412,TEX,34.357142857142854,31.357142857142858,3.4285714285714284,6.571428571428571,1.1428571428571428,0.14285714285714285,1.2142857142857142,2.357142857142857,7.428571428571429,1.2142857142857142,0.6428571428571429,36.142857142857146,7.285714285714286,1.0714285714285714,0.14285714285714285,0.8571428571428571,4.142857142857143,2.7142857142857144,8.214285714285714,0.42857142857142855,1.9285714285714286,0.07142857142857142,8.428571428571429,0.7142857142857143,0.0,1.9285714285714286,0
20250412,SEA,37.214285714285715,32.07142857142857,3.5,6.428571428571429,0.8571428571428571,0.07142857142857142,1.2142857142857142,4.285714285714286,8.857142857142858,1.5714285714285714,0.5,39.714285714285715,8.714285714285714,1.7142857142857142,0.14285714285714285,1.0,4.428571428571429,3.7142857142857144,8.357142857142858,0.14285714285714285,1.1428571428571428,0.21428571428571427,10.214285714285714,0.7857142857142857,0.0,1.1428571428571428,1
20250412,PHI,38.30769230769231,33.38461538461539,4.3076923076923075,8.23076923076923,1.3846153846153846,0.15384615384615385,1.0769230769230769,4.6923076923076925,8.076923076923077,1.0769230769230769,0.9230769230769231,37.38461538461539,8.0,1.6923076923076923,0.07692307692307693,1.2307692307692308,3.4615384615384617,3.1538461538461537,10.384615384615385,0.46153846153846156,0.9230769230769231,0.38461538461538464,8.76923076923077,0.6923076923076923,0.0,0.9230769230769231,1
20250412,SLN,41.46153846153846,36.76923076923077,5.6923076923076925,10.23076923076923,1.6923076923076923,0.07692307692307693,1.2307692307692308,4.0,8.76923076923077,0.7692307692307693,0.7692307692307693,38.92307692307692,8.076923076923077,2.0,0.23076923076923078,0.7692307692307693,5.6923076923076925,3.5384615384615383,7.461538461538462,0.3076923076923077,0.9230769230769231,0.23076923076923078,10.615384615384615,0.7692307692307693,0.0,0.9230769230769231,0
20250412,ATL,37.23076923076923,33.0,3.1538461538461537,7.230769230769231,1.4615384615384615,0.07692307692307693,0.8461538461538461,3.769230769230769,9.384615384615385,0.3076923076923077,0.5384615384615384,36.53846153846154,8.153846153846153,1.4615384615384615,0.07692307692307693,1.3076923076923077,4.076923076923077,3.3846153846153846,8.538461538461538,0.3076923076923077,1.6153846153846154,0.07692307692307693,9.076923076923077,0.6923076923076923,0.0,1.6153846153846154,1
20250412,TBA,35.53846153846154,32.15384615384615,3.769230769230769,8.307692307692308,1.6153846153846154,0.23076923076923078,0.7692307692307693,2.8461538461538463,7.076923076923077,1.3846153846153846,1.0,36.0,7.3076923076923075,1.0,0.07692307692307693,1.5384615384615385,3.8461538461538463,2.3076923076923075,8.923076923076923,0.46153846153846156,1.3076923076923077,0.23076923076923078,8.538461538461538,0.6153846153846154,0.0,1.3076923076923077,0
20250413,MIL,38.0,33.8,5.266666666666667,8.066666666666666,1.4666666666666666,0.13333333333333333,1.0666666666666667,3.2666666666666666,8.466666666666667,1.0,0.5333333333333333,38.46666666666667,8.066666666666666,1.6666666666666667,0.06666666666666667,1.6666666666666667,5.266666666666667,4.0,8.4,0.5333333333333333,0.4,0.4,6.466666666666667,0.6,0.0,0.4,0
20250413,ARI,37.86666666666667,32.46666666666667,5.133333333333334,8.333333333333334,2.2,0.2,1.1333333333333333,4.266666666666667,6.466666666666667,0.5333333333333333,0.8666666666666667,36.46666666666667,7.266666666666667,1.7333333333333334,0.06666666666666667,1.2,4.666666666666667,2.933333333333333,8.333333333333334,0.4,1.0,0.2,9.266666666666667,0.4666666666666667,0.0,1.0,1
20250413,NYN,36.642857142857146,32.214285714285715,3.7857142857142856,6.785714285714286,1.8571428571428572,0.14285714285714285,0.8571428571428571,3.5,7.357142857142857,0.6428571428571429,0.7857142857142857,37.0,7.142857142857143,1.0714285714285714,0.14285714285714285,0.5,2.9285714285714284,3.7142857142857144,9.428571428571429,0.35714285714285715,0.21428571428571427,0.42857142857142855,8.928571428571429,0.7857142857142857,0.0,0.21428571428571427,1
20250413,ATH,37.46666666666667,33.8,4.333333333333333,8.333333333333334,1.4666666666666666,0.06666666666666667,1.3333333333333333,3.3333333333333335,7.133333333333334,0.2,1.0,40.4,9.466666666666667,2.0,0.13333333333333333,1.3333333333333333,5.4,4.066666666666666,9.333333333333334,0.5333333333333333,1.0,0.13333333333333333,6.933333333333334,0.5333333333333333,0.0,1.0,0
20250413,TOR,38.2,33.333333333333336,3.7333333333333334,8.6,1.6666666666666667,0.06666666666666667,0.4666666666666667,3.6,7.2,0.5333333333333333,0.8666666666666667,36.0,6.8,1.4,0.13333333333333333,1.0666666666666667,3.6,2.8666666666666667,8.8,0.4666666666666667,0.6666666666666666,0.3333333333333333,7.8,0.7333333333333333,0.0,0.6666666666666666,1
